WELL_ID,LAT_DD,LONG_DD,FUNC,STATUS,COD_FCN,COD_QTY,COD_RESRCE,ADM1,ADM2,ACTIVITY,COUNTRY,WATERSRC,WATERTECH,INSTALLED,MGMT,PAY,SOURCE,RPT_DATE,RPT_YEAR,BKDWN_YEAR,adminfail,mechfail,envfail,pollutionfail
488249,0.133209,34.091176000000004,No,Non- Functional|Dry/Low yield|Technical breakdown|low yield,0,1,1,,,982676,KE,Protected dug well,Hand Pump|nira 85,1985,0,None,Virtual Kenya,2012-05-05,2012.0,2012.0,0.0,1.0,1.0,0.0
488059,0.300533,34.08307,No,Non- Functional|Dry/Low yield,0,0,1,,,980611,KE,Protected dug well,Hand Pump|Afridev,2010,Community Management,None,Virtual Kenya,2012-04-20,2012.0,2012.0,0.0,0.0,1.0,0.0
488411,0.060636,33.992348,No,Non- Functional|Dry/Low yield,0,0,1,,,979161,KE,Protected dug well,Hand Pump|Afridev,2000,Institutional Management,None,Virtual Kenya,2012-09-05,2012.0,2012.0,0.0,0.0,1.0,0.0
488105,0.397228,34.262766,No,Non- Functional|Dry/Low yield,0,0,1,,,977313,KE,Protected dug well,Hand Pump|Afridev,1989,Institutional Management,After System Breakdown,Virtual Kenya,2012-07-25,2012.0,2012.0,0.0,0.0,1.0,0.0
488776,0.521355,34.201884,No,Non- Functional|Dry/Low yield|Technical breakdown|pump broken down,0,1,1,,,971225,KE,Protected dug well,Hand Pump|Unknown,1989,0,None,Virtual Kenya,2012-07-25,2012.0,2012.0,0.0,1.0,1.0,0.0
488782,0.560876,34.194013,No,Non- Functional|Dry/Low yield,0,0,1,,,959703,KE,Protected dug well,Hand Pump|Afridev,1987,0,None,Virtual Kenya,2012-07-26,2012.0,2012.0,0.0,0.0,1.0,0.0
488705,0.731766,34.403734,No,"Non- Functional|Dry/Low yield|Technical breakdown|Cheaper alternative sources|Free (unimproved )sources|worn out wing walls,and dilapidated deluvert pipes",0,1,1,,,949978,KE,Protected Spring,Gravity,1990,0,None,Virtual Kenya,2012-07-25,2012.0,2012.0,0.0,1.0,1.0,0.0
488409,0.060636,33.992348,No,Non- Functional|Dry/Low yield,0,0,1,,,946981,KE,Protected dug well,Hand Pump|India Mark II,2004,Institutional Management,None,Virtual Kenya,2012-09-05,2012.0,2012.0,0.0,0.0,1.0,0.0
488303,0.14024,34.042481,No,Non- Functional|Dry/Low yield,0,0,1,,,944299,KE,Tube well or borehole,Hand Pump|Afridev,1990,0,None,Virtual Kenya,2012-05-05,2012.0,2012.0,0.0,0.0,1.0,0.0
488252,0.13506400000000002,34.066132,No,Non- Functional|Dry/Low yield,0,0,1,,,940358,KE,Protected dug well,Hand Pump|Afridev,1985,0,None,Virtual Kenya,2012-05-05,2012.0,2012.0,0.0,0.0,1.0,0.0
488389,0.080125,34.045961,No,Non- Functional|Dry/Low yield|Technical breakdown|rods,0,1,1,,,938899,KE,Protected dug well,Hand Pump|India Mark II,2003,Community Management,10 KES/month,Virtual Kenya,2012-12-05,2012.0,2012.0,0.0,1.0,1.0,0.0
488304,0.14024,34.042481,No,Non- Functional|Dry/Low yield,0,0,1,,,649073,KE,Tube well or borehole,Hand Pump|Afridev,1990,0,None,Virtual Kenya,2012-05-05,2012.0,2012.0,0.0,0.0,1.0,0.0
487448,0.21444000000000002,34.110436,No,Non- Functional|Dry/Low yield,0,0,1,,,649052,KE,Public tap/standpipe (stand alone or water kiosk,surface pump|Electricity,2005,Direct Government Operation,2 KES/20L Jerrican,Virtual Kenya,2012-04-13,2012.0,2012.0,0.0,0.0,1.0,0.0
487557,0.265424,34.140527,No,Non- Functional|Dry/Low yield,0,0,1,,,647943,KE,Protected Spring,Gravity,1980,0,None,Virtual Kenya,2012-04-17,2012.0,2012.0,0.0,0.0,1.0,0.0
488402,0.064064,33.999241999999995,No,Non- Functional|Dry/Low yield,0,0,1,,,647863,KE,Protected dug well,Hand Pump|nira 85,1989,0,None,Virtual Kenya,2012-09-05,2012.0,2012.0,0.0,0.0,1.0,0.0
488060,0.300533,34.08307,No,Non- Functional|Dry/Low yield,0,0,1,,,633297,KE,Protected dug well,Hand Pump|Afridev,2010,Community Management,None,Virtual Kenya,2012-04-20,2012.0,2012.0,0.0,0.0,1.0,0.0
488248,0.133209,34.091176000000004,No,Non- Functional|Dry/Low yield|Technical breakdown|low yield,0,1,1,,,624953,KE,Protected dug well,Hand Pump|nira 85,1985,0,None,Virtual Kenya,2012-05-05,2012.0,2012.0,0.0,1.0,1.0,0.0
488408,0.060636,33.992348,No,Non- Functional|Dry/Low yield,0,0,1,,,617040,KE,Protected dug well,Hand Pump|India Mark II,2004,Institutional Management,None,Virtual Kenya,2012-09-05,2012.0,2012.0,0.0,0.0,1.0,0.0
487994,0.177252,34.041927,No,Non- Functional|Dry/Low yield,0,0,1,,,613422,KE,Tube well or borehole,Hand Pump|Afridev,2000,0,None,Virtual Kenya,2012-04-18,2012.0,2012.0,0.0,0.0,1.0,0.0
488405,0.06427999999999999,33.999438,No,Non- Functional|Dry/Low yield,0,0,1,,,606490,KE,Protected dug well,Hand Pump|Afridev,2007,0,None,Virtual Kenya,2012-09-05,2012.0,2012.0,0.0,0.0,1.0,0.0
487567,0.361036,34.40028,No,Non- Functional|Dry/Low yield|Technical breakdown|pump breakage,0,1,1,,,604834,KE,Protected dug well,Hand Pump|Afridev,1996,Community Management,After System Breakdown,Virtual Kenya,2012-04-05,2012.0,2012.0,0.0,1.0,1.0,0.0
488410,0.060636,33.992348,No,Non- Functional|Dry/Low yield,0,0,1,,,599048,KE,Protected dug well,Hand Pump|Afridev,2000,Institutional Management,None,Virtual Kenya,2012-09-05,2012.0,2012.0,0.0,0.0,1.0,0.0
487754,0.33619899999999997,34.374272,No,Non- Functional|Dry/Low yield,0,0,1,,,597598,KE,Protected dug well,Hand manual,2007,Institutional Management,None,Virtual Kenya,2012-11-05,2012.0,2012.0,0.0,0.0,1.0,0.0
486864,0.318295,34.23033,No,Non- Functional|Dry/Low yield,0,0,1,,,2173022,KE,Protected Spring,Gravity,1995,Community Management,None,Virtual Kenya,2012-04-11,2012.0,2012.0,0.0,0.0,1.0,0.0
487301,0.351633,34.219981,No,Non- Functional|Dry/Low yield,0,0,1,,,2142028,KE,Protected dug well,Hand Pump|Afridev,2001,Community Management,None,Virtual Kenya,2012-01-11,2012.0,2012.0,0.0,0.0,1.0,0.0
488093,0.39500599999999997,34.241960999999996,No,Non- Functional|Dry/Low yield|Technical breakdown|rodd,0,1,1,,,1348061,KE,Protected dug well,Hand Pump|Afridev,2007,Community Management,After System Breakdown,Virtual Kenya,2012-08-14,2012.0,2012.0,0.0,1.0,1.0,0.0
487222,0.329335,34.250819,No,Non- Functional|Dry/Low yield,0,0,1,,,1189127,KE,Tube well or borehole,Hand Pump|Afridev,2012,Institutional Management,None,Virtual Kenya,2012-07-22,2012.0,2012.0,0.0,0.0,1.0,0.0
487755,0.33619899999999997,34.374272,No,Non- Functional|Dry/Low yield,0,0,1,,,1177504,KE,Protected dug well,Hand manual,2007,Institutional Management,None,Virtual Kenya,2012-11-05,2012.0,2012.0,0.0,0.0,1.0,0.0
487531,0.403952,34.34984,No,Non- Functional|Dry/Low yield|Technical breakdown|pump breakage,0,1,1,,,1154221,KE,Protected dug well,Hand Pump|Afridev,1988,Community Management,None,Virtual Kenya,2012-02-05,2012.0,2012.0,0.0,1.0,1.0,0.0
487153,0.376544,34.318301,No,Non- Functional|Dry/Low yield,0,0,1,,,1153316,KE,Tube well or borehole,none|Electricity,2010,Institutional Management,None,Virtual Kenya,2012-07-23,2012.0,2012.0,0.0,0.0,1.0,0.0
487568,0.361036,34.40028,No,Non- Functional|Dry/Low yield|Technical breakdown|pump breakage,0,1,1,,,1134723,KE,Protected dug well,Hand Pump|Afridev,1996,Community Management,After System Breakdown,Virtual Kenya,2012-04-05,2012.0,2012.0,0.0,1.0,1.0,0.0
391688,2.5172638,30.7810839,No,Non-Functional - The source is dry,0,0,1,ZOMBO,OKORO,111-01154,UG,Not recorded,Protected spring,2003,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-12,2009.0,2009.0,0.0,0.0,1.0,0.0
391682,2.4453308,30.7870911,No,Non-Functional - Source dry hence cannot be repaired by community,0,1,1,ZOMBO,OKORO,111-01148,UG,Not recorded,Protected spring,2006,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-12,2009.0,2009.0,0.0,0.0,1.0,0.0
391558,2.4301792,30.9763262,No,Non-Functional - On and off during rain season,0,0,1,ZOMBO,OKORO,111-01053,UG,Not recorded,Protected spring,2002,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-12,2009.0,2009.0,0.0,0.0,1.0,0.0
391533,2.4290831,30.9930207,No,Non-Functional - Low water in the area.,0,0,1,ZOMBO,OKORO,111-01011,UG,Not recorded,Protected spring,2002,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-12,2009.0,2009.0,0.0,0.0,1.0,0.0
391527,2.4272508999999998,31.007334399999998,No,Non-Functional - Dried due to failure to maintain the source,0,1,0,ZOMBO,OKORO,111-01001,UG,Not recorded,Protected spring,1983,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-12,2009.0,2009.0,0.0,0.0,1.0,0.0
391514,2.4191072,30.9909679,No,Non-Functional - Dried because of less pipe in the ground,0,1,0,ZOMBO,OKORO,111-00987,UG,Not recorded,Deep borehole,2007,Community Management,Water Committee Collects Fees,"Ministry of Water and Environment, Uganda",2009-01-12,2009.0,2009.0,0.0,0.0,1.0,0.0
